model - 1592054525, 1592054548.571, 0.69,0.1945, 0.69, 0.2007
model - 1592054525, 1592054548.633, 0.71,0.1853, 0.63, 0.2231
model - 1592054525, 1592054548.694, 0.7,0.1954, 0.74, 0.1854
model - 1592054525, 1592054548.753, 0.7,0.1942, 0.74, 0.1977
model - 1592054525, 1592054548.807, 0.73,0.1859, 0.62, 0.2078
model - 1592054525, 1592054548.865, 0.75,0.1868, 0.75, 0.1793
model - 1592054525, 1592054548.927, 0.71,0.1843, 0.68, 0.217
model - 1592054525, 1592054548.992, 0.74,0.1793, 0.65, 0.2025
model - 1592054525, 1592054549.049, 0.68,0.1929, 0.71, 0.2075
model - 1592054525, 1592054549.107, 0.74,0.1717, 0.74, 0.1849
model - 1592054525, 1592054549.163, 0.71,0.182, 0.63, 0.2176
model - 1592054525, 1592054549.221, 0.67,0.2046, 0.7, 0.1969
model - 1592054525, 1592054549.278, 0.69,0.2039, 0.73, 0.1981
model - 1592054525, 1592054549.341, 0.7,0.1814, 0.71, 0.204
model - 1592054525, 1592054549.399, 0.7,0.1943, 0.73, 0.184
model - 1592054525, 1592054549.459, 0.74,0.1755, 0.73, 0.1806
model - 1592054525, 1592054549.516, 0.63,0.2118, 0.79, 0.1559
model - 1592054525, 1592054549.58, 0.73,0.1873, 0.78, 0.1577
model - 1592054525, 1592054549.636, 0.71,0.1913, 0.81, 0.1389
model - 1592054525, 1592054549.695, 0.72,0.1866, 0.76, 0.166
model - 1592054525, 1592054549.75, 0.71,0.1702, 0.81, 0.143
model - 1592054525, 1592054549.808, 0.78,0.1572, 0.65, 0.2059
model - 1592054525, 1592054549.865, 0.69,0.1939, 0.68, 0.2098
model - 1592054525, 1592054549.929, 0.69,0.1899, 0.68, 0.1959
model - 1592054525, 1592054549.991, 0.74,0.1872, 0.65, 0.2161
model - 1592054525, 1592054550.058, 0.7,0.1885, 0.65, 0.242
model - 1592054525, 1592054550.117, 0.69,0.2116, 0.77, 0.1782
model - 1592054525, 1592054550.177, 0.65,0.2024, 0.75, 0.1808
model - 1592054525, 1592054550.232, 0.69,0.201, 0.62, 0.2248
model - 1592054525, 1592054550.291, 0.6,0.2415, 0.64, 0.2253
model - 1592054525, 1592054550.347, 0.68,0.2076, 0.73, 0.1738
model - 1592054525, 1592054550.406, 0.65,0.2301, 0.7, 0.1938
model - 1592054525, 1592054550.466, 0.72,0.1997, 0.53, 0.2677
model - 1592054525, 1592054550.524, 0.67,0.1967, 0.56, 0.2434
model - 1592054525, 1592054550.581, 0.64,0.2258, 0.73, 0.174
model - 1592054525, 1592054550.64, 0.67,0.1951, 0.71, 0.1782
model - 1592054525, 1592054550.697, 0.71,0.1803, 0.72, 0.1796
model - 1592054525, 1592054550.756, 0.69,0.2013, 0.61, 0.2246
model - 1592054525, 1592054550.812, 0.66,0.2249, 0.77, 0.1745
model - 1592054525, 1592054550.871, 0.69,0.2044, 0.68, 0.1993
model - 1592054525, 1592054550.927, 0.69,0.2027, 0.67, 0.1964
model - 1592054525, 1592054550.994, 0.65,0.1994, 0.62, 0.2166
model - 1592054525, 1592054551.057, 0.6,0.2438, 0.76, 0.1762
model - 1592054525, 1592054551.118, 0.71,0.1931, 0.7, 0.2021
model - 1592054525, 1592054551.175, 0.73,0.1843, 0.69, 0.211
model - 1592054525, 1592054551.235, 0.67,0.2065, 0.63, 0.2122
model - 1592054525, 1592054551.294, 0.69,0.1916, 0.76, 0.1772
model - 1592054525, 1592054551.351, 0.77,0.1718, 0.71, 0.1965
model - 1592054525, 1592054551.406, 0.65,0.2139, 0.66, 0.22
model - 1592054525, 1592054551.475, 0.69,0.2028, 0.77, 0.1754
model - 1592054525, 1592054551.533, 0.69,0.2027, 0.74, 0.1875
model - 1592054525, 1592054551.591, 0.72,0.1925, 0.67, 0.1986
model - 1592054525, 1592054551.646, 0.73,0.1732, 0.71, 0.191
model - 1592054525, 1592054551.707, 0.74,0.1844, 0.68, 0.2044
model - 1592054525, 1592054551.762, 0.76,0.1746, 0.7, 0.1888
model - 1592054525, 1592054551.819, 0.71,0.1798, 0.74, 0.1833
model - 1592054525, 1592054551.873, 0.76,0.1742, 0.7, 0.1997
model - 1592054525, 1592054551.93, 0.73,0.1943, 0.63, 0.238
model - 1592054525, 1592054551.988, 0.76,0.1658, 0.75, 0.1707
model - 1592054525, 1592054552.051, 0.74,0.1783, 0.72, 0.1954
model - 1592054525, 1592054552.108, 0.69,0.2067, 0.65, 0.2305
model - 1592054525, 1592054552.166, 0.66,0.208, 0.74, 0.1775
model - 1592054525, 1592054552.22, 0.73,0.1813, 0.73, 0.1922
model - 1592054525, 1592054552.278, 0.68,0.2039, 0.62, 0.2301
model - 1592054525, 1592054552.334, 0.76,0.1876, 0.76, 0.1723
model - 1592054525, 1592054552.395, 0.74,0.1655, 0.73, 0.1805
model - 1592054525, 1592054552.451, 0.7,0.1897, 0.71, 0.1851
model - 1592054525, 1592054552.515, 0.74,0.1783, 0.56, 0.2404
model - 1592054525, 1592054552.586, 0.72,0.1916, 0.58, 0.245
model - 1592054525, 1592054552.651, 0.72,0.1867, 0.71, 0.2002
model - 1592054525, 1592054552.709, 0.71,0.1961, 0.79, 0.1741
model - 1592054525, 1592054552.741, 0.79,0.1804, 0.75, 0.1843
model - 1592054525, 1592054552.802, 0.73,0.1787, 0.67, 0.1998
model - 1592054525, 1592054552.857, 0.74,0.1754, 0.72, 0.1854
model - 1592054525, 1592054552.916, 0.69,0.202, 0.7, 0.1905
model - 1592054525, 1592054552.979, 0.69,0.1945, 0.68, 0.2221
model - 1592054525, 1592054553.056, 0.66,0.2177, 0.65, 0.2117
model - 1592054525, 1592054553.112, 0.64,0.2265, 0.63, 0.2202
model - 1592054525, 1592054553.171, 0.73,0.19, 0.7, 0.1962
model - 1592054525, 1592054553.231, 0.75,0.1711, 0.71, 0.1918
model - 1592054525, 1592054553.29, 0.73,0.1887, 0.71, 0.2007
model - 1592054525, 1592054553.35, 0.64,0.2259, 0.63, 0.2124
model - 1592054525, 1592054553.411, 0.68,0.1976, 0.75, 0.1792
model - 1592054525, 1592054553.472, 0.74,0.184, 0.7, 0.1889
model - 1592054525, 1592054553.532, 0.72,0.1727, 0.67, 0.2012
model - 1592054525, 1592054553.587, 0.69,0.2027, 0.61, 0.231
model - 1592054525, 1592054553.649, 0.69,0.1879, 0.57, 0.2242
model - 1592054525, 1592054553.708, 0.74,0.188, 0.73, 0.1882
model - 1592054525, 1592054553.768, 0.75,0.1707, 0.62, 0.2119
model - 1592054525, 1592054553.824, 0.73,0.1919, 0.7, 0.1964
model - 1592054525, 1592054553.884, 0.65,0.208, 0.69, 0.2001
model - 1592054525, 1592054553.942, 0.78,0.1661, 0.64, 0.2073
model - 1592054525, 1592054554.001, 0.71,0.1853, 0.59, 0.2313
model - 1592054525, 1592054554.069, 0.69,0.1955, 0.65, 0.1979
model - 1592054525, 1592054554.129, 0.71,0.1831, 0.67, 0.2006
model - 1592054525, 1592054554.186, 0.69,0.2015, 0.74, 0.1767
model - 1592054525, 1592054554.245, 0.7,0.1972, 0.81, 0.146
model - 1592054525, 1592054554.302, 0.78,0.1763, 0.75, 0.1796
model - 1592054525, 1592054554.374, 0.68,0.1965, 0.76, 0.1858
model - 1592054525, 1592054554.439, 0.66,0.2098, 0.78, 0.1669
model - 1592054525, 1592054554.502, 0.77,0.1773, 0.65, 0.2045
model - 1592054525, 1592054554.562, 0.68,0.1975, 0.81, 0.146
model - 1592054525, 1592054554.628, 0.81,0.1602, 0.8, 0.1616
model - 1592054525, 1592054554.683, 0.71,0.1771, 0.71, 0.1871
model - 1592054525, 1592054554.742, 0.72,0.1942, 0.66, 0.1955
model - 1592054525, 1592054554.799, 0.7,0.1827, 0.77, 0.1664
model - 1592054525, 1592054554.856, 0.77,0.17, 0.7, 0.1783
model - 1592054525, 1592054554.911, 0.72,0.1748, 0.63, 0.2302
model - 1592054525, 1592054554.969, 0.77,0.1619, 0.75, 0.1721
model - 1592054525, 1592054555.024, 0.75,0.188, 0.69, 0.2023
model - 1592054525, 1592054555.094, 0.73,0.1802, 0.76, 0.1784
model - 1592054525, 1592054555.15, 0.77,0.1708, 0.73, 0.1824
model - 1592054525, 1592054555.209, 0.76,0.1722, 0.69, 0.2185
model - 1592054525, 1592054555.268, 0.71,0.1797, 0.77, 0.1739
model - 1592054525, 1592054555.327, 0.76,0.1716, 0.74, 0.1773
model - 1592054525, 1592054555.386, 0.76,0.1756, 0.74, 0.1804
model - 1592054525, 1592054555.446, 0.72,0.1806, 0.66, 0.2033
model - 1592054525, 1592054555.501, 0.74,0.169, 0.76, 0.1717
model - 1592054525, 1592054555.559, 0.73,0.177, 0.7, 0.1747
model - 1592054525, 1592054555.619, 0.74,0.1708, 0.74, 0.1773
model - 1592054525, 1592054555.678, 0.78,0.168, 0.74, 0.1801
model - 1592054525, 1592054555.733, 0.71,0.1812, 0.7, 0.2035
model - 1592054525, 1592054555.792, 0.78,0.1634, 0.69, 0.1847
model - 1592054525, 1592054555.853, 0.77,0.1705, 0.77, 0.1713
model - 1592054525, 1592054555.915, 0.71,0.1895, 0.62, 0.2199
model - 1592054525, 1592054555.97, 0.72,0.1907, 0.72, 0.1819
model - 1592054525, 1592054556.029, 0.72,0.1793, 0.7, 0.2069
model - 1592054525, 1592054556.084, 0.74,0.1841, 0.75, 0.1602
model - 1592054525, 1592054556.16, 0.76,0.1683, 0.76, 0.1653
model - 1592054525, 1592054556.217, 0.68,0.1999, 0.85, 0.1346
model - 1592054525, 1592054556.276, 0.76,0.1731, 0.63, 0.2308
model - 1592054525, 1592054556.332, 0.72,0.1886, 0.66, 0.2229
model - 1592054525, 1592054556.392, 0.72,0.1746, 0.71, 0.1934
model - 1592054525, 1592054556.452, 0.78,0.1535, 0.74, 0.1778
model - 1592054525, 1592054556.521, 0.8,0.1467, 0.7, 0.1855
model - 1592054525, 1592054556.597, 0.71,0.1873, 0.74, 0.1903
model - 1592054525, 1592054556.66, 0.75,0.1774, 0.71, 0.1906
model - 1592054525, 1592054556.717, 0.73,0.1793, 0.79, 0.1549
model - 1592054525, 1592054556.781, 0.69,0.1909, 0.66, 0.2194
model - 1592054525, 1592054556.838, 0.72,0.1969, 0.64, 0.216
model - 1592054525, 1592054556.898, 0.69,0.2024, 0.72, 0.1717
model - 1592054525, 1592054556.953, 0.67,0.1886, 0.69, 0.1878
model - 1592054525, 1592054557.016, 0.66,0.2192, 0.72, 0.1868
model - 1592054525, 1592054557.072, 0.7,0.2054, 0.79, 0.1606
model - 1592054525, 1592054557.136, 0.67,0.2138, 0.63, 0.2134
model - 1592054525, 1592054557.203, 0.74,0.1967, 0.76, 0.1812
model - 1592054525, 1592054557.261, 0.67,0.1973, 0.74, 0.1904
model - 1592054525, 1592054557.317, 0.68,0.2123, 0.7, 0.1859
model - 1592054525, 1592054557.375, 0.71,0.1853, 0.72, 0.178
model - 1592054525, 1592054557.431, 0.77,0.1694, 0.7, 0.197
model - 1592054525, 1592054557.489, 0.69,0.1935, 0.72, 0.1883
model - 1592054525, 1592054557.545, 0.69,0.2012, 0.78, 0.1621
model - 1592054525, 1592054557.604, 0.75,0.1841, 0.79, 0.1662
model - 1592054525, 1592054557.66, 0.7,0.1998, 0.74, 0.189
model - 1592054525, 1592054557.716, 0.67,0.2022, 0.7, 0.2052
model - 1592054525, 1592054557.773, 0.67,0.2266, 0.69, 0.1779
model - 1592054525, 1592054557.831, 0.7,0.1922, 0.68, 0.2055
model - 1592054525, 1592054557.887, 0.72,0.1804, 0.74, 0.186
model - 1592054525, 1592054557.946, 0.7,0.1925, 0.73, 0.2052
model - 1592054525, 1592054558.009, 0.69,0.188, 0.71, 0.178
model - 1592054525, 1592054558.068, 0.8,0.1544, 0.77, 0.1723
model - 1592054525, 1592054558.123, 0.74,0.1923, 0.79, 0.1577
model - 1592054525, 1592054558.191, 0.72,0.1812, 0.79, 0.1492
model - 1592054525, 1592054558.246, 0.7,0.1896, 0.72, 0.1814
model - 1592054525, 1592054558.305, 0.76,0.1808, 0.66, 0.1975
model - 1592054525, 1592054558.361, 0.75,0.1615, 0.73, 0.1829
model - 1592054525, 1592054558.419, 0.78,0.1712, 0.73, 0.1713
model - 1592054525, 1592054558.476, 0.76,0.1568, 0.74, 0.2058
model - 1592054525, 1592054558.534, 0.75,0.1673, 0.68, 0.2124
model - 1592054525, 1592054558.597, 0.76,0.1601, 0.77, 0.1703
model - 1592054525, 1592054558.655, 0.74,0.1776, 0.74, 0.1822
model - 1592054525, 1592054558.711, 0.76,0.1526, 0.7, 0.175
model - 1592054525, 1592054558.774, 0.77,0.1668, 0.65, 0.2116
model - 1592054525, 1592054558.83, 0.75,0.1902, 0.66, 0.2151
model - 1592054525, 1592054558.892, 0.67,0.2001, 0.72, 0.175
model - 1592054525, 1592054558.947, 0.76,0.1684, 0.65, 0.1955
model - 1592054525, 1592054559.007, 0.68,0.2013, 0.76, 0.1704
model - 1592054525, 1592054559.062, 0.77,0.1729, 0.73, 0.1683
model - 1592054525, 1592054559.12, 0.71,0.1695, 0.68, 0.2127
model - 1592054525, 1592054559.176, 0.7,0.178, 0.8, 0.1632
model - 1592054525, 1592054559.249, 0.77,0.1646, 0.74, 0.1685
model - 1592054525, 1592054559.306, 0.72,0.1806, 0.71, 0.203
model - 1592054525, 1592054559.364, 0.76,0.1759, 0.68, 0.1939
model - 1592054525, 1592054559.422, 0.73,0.1798, 0.71, 0.196
model - 1592054525, 1592054559.459, 0.81,0.1586, 0.73, 0.1734
model - 1592054525, 1592054559.527, 0.71,0.1744, 0.71, 0.1723
model - 1592054525, 1592054559.584, 0.77,0.1665, 0.75, 0.1884
model - 1592054525, 1592054559.644, 0.71,0.1891, 0.76, 0.1669
model - 1592054525, 1592054559.7, 0.73,0.1826, 0.68, 0.2057
model - 1592054525, 1592054559.759, 0.68,0.2011, 0.71, 0.191
model - 1592054525, 1592054559.817, 0.69,0.21, 0.7, 0.1904
model - 1592054525, 1592054559.878, 0.76,0.1772, 0.73, 0.1813
model - 1592054525, 1592054559.934, 0.75,0.1681, 0.74, 0.1797
model - 1592054525, 1592054559.994, 0.76,0.174, 0.61, 0.2332
model - 1592054525, 1592054560.051, 0.7,0.2072, 0.72, 0.1898
model - 1592054525, 1592054560.11, 0.7,0.1843, 0.71, 0.1881
model - 1592054525, 1592054560.171, 0.75,0.1743, 0.62, 0.2227
model - 1592054525, 1592054560.241, 0.77,0.161, 0.72, 0.1888
model - 1592054525, 1592054560.299, 0.71,0.1871, 0.75, 0.1889
model - 1592054525, 1592054560.367, 0.76,0.1713, 0.66, 0.2009
model - 1592054525, 1592054560.425, 0.74,0.1774, 0.72, 0.1937
model - 1592054525, 1592054560.501, 0.77,0.1629, 0.74, 0.1788
model - 1592054525, 1592054560.557, 0.74,0.1834, 0.73, 0.1771
model - 1592054525, 1592054560.616, 0.7,0.1994, 0.76, 0.1646
model - 1592054525, 1592054560.671, 0.78,0.1557, 0.8, 0.1552
model - 1592054525, 1592054560.731, 0.74,0.169, 0.78, 0.1695
model - 1592054525, 1592054560.786, 0.71,0.1842, 0.69, 0.2018
model - 1592054525, 1592054560.844, 0.72,0.1694, 0.71, 0.1924
model - 1592054525, 1592054560.901, 0.77,0.1726, 0.75, 0.1739
model - 1592054525, 1592054560.964, 0.73,0.1778, 0.69, 0.201
model - 1592054525, 1592054561.028, 0.8,0.1653, 0.73, 0.1659
model - 1592054525, 1592054561.086, 0.72,0.1896, 0.73, 0.1858
model - 1592054525, 1592054561.144, 0.69,0.2072, 0.64, 0.2391
model - 1592054525, 1592054561.203, 0.79,0.1625, 0.64, 0.2338
model - 1592054525, 1592054561.276, 0.71,0.1831, 0.72, 0.2048
model - 1592054525, 1592054561.334, 0.79,0.1566, 0.71, 0.1913
model - 1592054525, 1592054561.389, 0.77,0.1626, 0.76, 0.1858
model - 1592054525, 1592054561.447, 0.71,0.1903, 0.79, 0.1572
model - 1592054525, 1592054561.503, 0.72,0.1799, 0.66, 0.2288
model - 1592054525, 1592054561.561, 0.76,0.1574, 0.71, 0.2018
model - 1592054525, 1592054561.617, 0.77,0.1637, 0.64, 0.207
model - 1592054525, 1592054561.673, 0.83,0.147, 0.69, 0.1884
model - 1592054525, 1592054561.731, 0.73,0.1795, 0.75, 0.1704
model - 1592054525, 1592054561.789, 0.71,0.1838, 0.73, 0.1816
model - 1592054525, 1592054561.842, 0.79,0.162, 0.69, 0.2062
model - 1592054525, 1592054561.898, 0.76,0.1706, 0.71, 0.2028
model - 1592054525, 1592054561.952, 0.74,0.1682, 0.79, 0.1545
model - 1592054525, 1592054562.008, 0.78,0.1658, 0.78, 0.1482
model - 1592054525, 1592054562.062, 0.78,0.1662, 0.76, 0.1554
model - 1592054525, 1592054562.12, 0.72,0.1735, 0.61, 0.2328
model - 1592054525, 1592054562.175, 0.74,0.165, 0.74, 0.1803
model - 1592054525, 1592054562.235, 0.73,0.1703, 0.73, 0.1986
model - 1592054525, 1592054562.294, 0.75,0.1651, 0.72, 0.1663
model - 1592054525, 1592054562.355, 0.81,0.1583, 0.75, 0.1677
model - 1592054525, 1592054562.416, 0.78,0.17, 0.7, 0.1948
model - 1592054525, 1592054562.476, 0.79,0.1584, 0.72, 0.1754
model - 1592054525, 1592054562.536, 0.77,0.1613, 0.7, 0.1979
model - 1592054525, 1592054562.599, 0.73,0.1826, 0.76, 0.1553
model - 1592054525, 1592054562.655, 0.71,0.1807, 0.76, 0.16
model - 1592054525, 1592054562.718, 0.73,0.1714, 0.77, 0.1574
model - 1592054525, 1592054562.776, 0.76,0.1834, 0.79, 0.1356
model - 1592054525, 1592054562.835, 0.75,0.1584, 0.76, 0.165
model - 1592054525, 1592054562.893, 0.73,0.184, 0.79, 0.1462
model - 1592054525, 1592054562.963, 0.77,0.1644, 0.72, 0.1828
model - 1592054525, 1592054563.021, 0.73,0.1836, 0.72, 0.184
model - 1592054525, 1592054563.081, 0.76,0.1643, 0.75, 0.1859
model - 1592054525, 1592054563.138, 0.77,0.1515, 0.67, 0.1908
model - 1592054525, 1592054563.198, 0.84,0.1378, 0.71, 0.1861
model - 1592054525, 1592054563.264, 0.71,0.187, 0.73, 0.1731
model - 1592054525, 1592054563.329, 0.79,0.1544, 0.68, 0.2
model - 1592054525, 1592054563.386, 0.79,0.1581, 0.71, 0.2072
model - 1592054525, 1592054563.45, 0.73,0.1892, 0.73, 0.2037
model - 1592054525, 1592054563.521, 0.76,0.1759, 0.78, 0.1382
model - 1592054525, 1592054563.598, 0.71,0.1869, 0.73, 0.1645
model - 1592054525, 1592054563.67, 0.71,0.1821, 0.7, 0.1981
model - 1592054525, 1592054563.745, 0.69,0.2105, 0.74, 0.1877
model - 1592054525, 1592054563.817, 0.77,0.1793, 0.74, 0.1693
model - 1592054525, 1592054563.893, 0.71,0.1981, 0.69, 0.1882
model - 1592054525, 1592054563.964, 0.76,0.1707, 0.7, 0.1904
model - 1592054525, 1592054564.04, 0.72,0.1726, 0.66, 0.2148
model - 1592054525, 1592054564.117, 0.7,0.2015, 0.75, 0.1731
model - 1592054525, 1592054564.191, 0.73,0.1688, 0.76, 0.1807
model - 1592054525, 1592054564.268, 0.75,0.1705, 0.79, 0.1707
model - 1592054525, 1592054564.35, 0.71,0.1901, 0.67, 0.2069
model - 1592054525, 1592054564.426, 0.69,0.2062, 0.72, 0.1778
model - 1592054525, 1592054564.497, 0.72,0.1802, 0.75, 0.1788
model - 1592054525, 1592054564.553, 0.73,0.1874, 0.71, 0.1912
model - 1592054525, 1592054564.611, 0.7,0.1876, 0.73, 0.1809
model - 1592054525, 1592054564.668, 0.69,0.2069, 0.75, 0.1808
model - 1592054525, 1592054564.736, 0.71,0.1881, 0.76, 0.1821
model - 1592054525, 1592054564.792, 0.74,0.1697, 0.76, 0.1789
model - 1592054525, 1592054564.849, 0.72,0.1827, 0.73, 0.1841
model - 1592054525, 1592054564.906, 0.73,0.1846, 0.78, 0.1513
model - 1592054525, 1592054564.964, 0.81,0.1426, 0.64, 0.2238
model - 1592054525, 1592054565.02, 0.72,0.1726, 0.69, 0.1794
model - 1592054525, 1592054565.078, 0.73,0.1686, 0.76, 0.174
model - 1592054525, 1592054565.134, 0.76,0.1707, 0.71, 0.1734
model - 1592054525, 1592054565.198, 0.76,0.1681, 0.8, 0.1553
model - 1592054525, 1592054565.253, 0.82,0.143, 0.8, 0.1559
model - 1592054525, 1592054565.318, 0.79,0.1618, 0.75, 0.1675
model - 1592054525, 1592054565.378, 0.81,0.1412, 0.77, 0.1577
model - 1592054525, 1592054565.437, 0.8,0.1524, 0.68, 0.1963
model - 1592054525, 1592054565.5, 0.77,0.153, 0.74, 0.1895
model - 1592054525, 1592054565.574, 0.76,0.1646, 0.69, 0.1791
model - 1592054525, 1592054565.64, 0.78,0.1454, 0.76, 0.1635
model - 1592054525, 1592054565.699, 0.75,0.1634, 0.79, 0.1472
model - 1592054525, 1592054565.755, 0.75,0.182, 0.74, 0.1732
model - 1592054525, 1592054565.818, 0.71,0.1821, 0.69, 0.1856
model - 1592054525, 1592054565.873, 0.79,0.1588, 0.71, 0.1676
model - 1592054525, 1592054565.932, 0.71,0.1932, 0.74, 0.165
model - 1592054525, 1592054565.989, 0.78,0.1622, 0.8, 0.1451
model - 1592054525, 1592054566.047, 0.72,0.1597, 0.78, 0.1721
model - 1592054525, 1592054566.105, 0.73,0.1688, 0.78, 0.1646
model - 1592054525, 1592054566.163, 0.8,0.1491, 0.73, 0.1848
model - 1592054525, 1592054566.219, 0.78,0.1655, 0.67, 0.1946
model - 1592054525, 1592054566.278, 0.76,0.1646, 0.79, 0.1838
model - 1592054525, 1592054566.345, 0.76,0.169, 0.74, 0.1897
model - 1592054525, 1592054566.387, 0.87,0.1346, 0.79, 0.1341
model - 1592054525, 1592054566.45, 0.73,0.1722, 0.63, 0.2339
model - 1592054525, 1592054566.505, 0.78,0.1567, 0.79, 0.1685
model - 1592054525, 1592054566.562, 0.73,0.1814, 0.68, 0.2265
model - 1592054525, 1592054566.628, 0.73,0.1743, 0.73, 0.1933
model - 1592054525, 1592054566.689, 0.71,0.1855, 0.69, 0.2168
model - 1592054525, 1592054566.745, 0.7,0.1899, 0.71, 0.1937
model - 1592054525, 1592054566.804, 0.78,0.1663, 0.71, 0.1809
model - 1592054525, 1592054566.858, 0.77,0.1588, 0.77, 0.167
model - 1592054525, 1592054566.921, 0.76,0.1645, 0.77, 0.1672
model - 1592054525, 1592054566.977, 0.71,0.1946, 0.67, 0.2207
model - 1592054525, 1592054567.036, 0.74,0.1726, 0.72, 0.1845
model - 1592054525, 1592054567.092, 0.76,0.166, 0.7, 0.1952
model - 1592054525, 1592054567.149, 0.79,0.1578, 0.63, 0.2383
model - 1592054525, 1592054567.207, 0.77,0.1607, 0.67, 0.1925
model - 1592054525, 1592054567.264, 0.77,0.1598, 0.71, 0.1654
model - 1592054525, 1592054567.325, 0.73,0.157, 0.67, 0.1961
model - 1592054525, 1592054567.384, 0.78,0.1517, 0.73, 0.1679
model - 1592054525, 1592054567.451, 0.76,0.1758, 0.68, 0.1989
model - 1592054525, 1592054567.511, 0.76,0.1719, 0.72, 0.1797
model - 1592054525, 1592054567.567, 0.83,0.1369, 0.85, 0.1422
model - 1592054525, 1592054567.627, 0.77,0.154, 0.82, 0.1288
model - 1592054525, 1592054567.684, 0.76,0.1785, 0.68, 0.1829
model - 1592054525, 1592054567.749, 0.79,0.1456, 0.74, 0.1692
model - 1592054525, 1592054567.807, 0.8,0.1528, 0.76, 0.1621
model - 1592054525, 1592054567.866, 0.77,0.1671, 0.8, 0.1552
model - 1592054525, 1592054567.923, 0.81,0.1491, 0.75, 0.19
model - 1592054525, 1592054567.987, 0.72,0.1782, 0.75, 0.1723
model - 1592054525, 1592054568.044, 0.72,0.1933, 0.66, 0.2277
model - 1592054525, 1592054568.119, 0.79,0.1503, 0.79, 0.1612
model - 1592054525, 1592054568.191, 0.74,0.1712, 0.72, 0.1627
model - 1592054525, 1592054568.267, 0.8,0.1491, 0.64, 0.22
model - 1592054525, 1592054568.346, 0.8,0.145, 0.82, 0.1378
model - 1592054525, 1592054568.425, 0.7,0.1927, 0.64, 0.2257
model - 1592054525, 1592054568.508, 0.76,0.1721, 0.82, 0.1487
model - 1592054525, 1592054568.568, 0.81,0.1406, 0.75, 0.1713
model - 1592054525, 1592054568.623, 0.81,0.1538, 0.78, 0.1671
model - 1592054525, 1592054568.68, 0.83,0.1376, 0.76, 0.1726
model - 1592054525, 1592054568.735, 0.75,0.1754, 0.75, 0.163
model - 1592054525, 1592054568.795, 0.72,0.1774, 0.74, 0.1651
model - 1592054525, 1592054568.85, 0.78,0.1544, 0.78, 0.1457
model - 1592054525, 1592054568.907, 0.77,0.1633, 0.79, 0.1458
model - 1592054525, 1592054568.963, 0.78,0.1613, 0.7, 0.2286
model - 1592054525, 1592054569.019, 0.78,0.157, 0.86, 0.115
model - 1592054525, 1592054569.08, 0.8,0.1512, 0.77, 0.1603
model - 1592054525, 1592054569.137, 0.76,0.1627, 0.76, 0.1495
model - 1592054525, 1592054569.191, 0.73,0.1684, 0.68, 0.1786
model - 1592054525, 1592054569.248, 0.77,0.1638, 0.78, 0.1637
model - 1592054525, 1592054569.304, 0.77,0.1632, 0.79, 0.1531
model - 1592054525, 1592054569.372, 0.81,0.1473, 0.76, 0.1437
model - 1592054525, 1592054569.429, 0.77,0.1682, 0.7, 0.1791
model - 1592054525, 1592054569.498, 0.78,0.1533, 0.79, 0.1541
model - 1592054525, 1592054569.555, 0.76,0.1573, 0.77, 0.1547
model - 1592054525, 1592054569.614, 0.74,0.1735, 0.7, 0.1794
model - 1592054525, 1592054569.673, 0.78,0.1609, 0.79, 0.153
model - 1592054525, 1592054569.732, 0.75,0.1671, 0.76, 0.1618
model - 1592054525, 1592054569.789, 0.76,0.1763, 0.83, 0.1523
model - 1592054525, 1592054569.848, 0.76,0.1612, 0.72, 0.1932
model - 1592054525, 1592054569.905, 0.77,0.1743, 0.77, 0.1681
model - 1592054525, 1592054569.963, 0.78,0.1541, 0.71, 0.1915
model - 1592054525, 1592054570.022, 0.77,0.1694, 0.78, 0.1342
model - 1592054525, 1592054570.082, 0.75,0.1587, 0.79, 0.1475
model - 1592054525, 1592054570.136, 0.8,0.1463, 0.78, 0.1572
model - 1592054525, 1592054570.197, 0.81,0.1296, 0.8, 0.1463
model - 1592054525, 1592054570.252, 0.74,0.1765, 0.76, 0.1618
model - 1592054525, 1592054570.311, 0.8,0.1461, 0.77, 0.1566
model - 1592054525, 1592054570.373, 0.81,0.1531, 0.67, 0.2319
model - 1592054525, 1592054570.437, 0.73,0.1763, 0.67, 0.2128
model - 1592054525, 1592054570.507, 0.76,0.1723, 0.72, 0.1809
model - 1592054525, 1592054570.568, 0.69,0.1826, 0.65, 0.2122
model - 1592054525, 1592054570.623, 0.76,0.1757, 0.73, 0.1788
model - 1592054525, 1592054570.682, 0.67,0.2222, 0.75, 0.1895
model - 1592054525, 1592054570.74, 0.75,0.1784, 0.72, 0.1765
model - 1592054525, 1592054570.802, 0.73,0.1894, 0.75, 0.1822
model - 1592054525, 1592054570.857, 0.75,0.1618, 0.71, 0.1846
model - 1592054525, 1592054570.915, 0.76,0.1673, 0.73, 0.1787
model - 1592054525, 1592054570.972, 0.69,0.1928, 0.77, 0.1694
model - 1592054525, 1592054571.029, 0.76,0.1609, 0.68, 0.2035
model - 1592054525, 1592054571.084, 0.78,0.1608, 0.65, 0.2272
model - 1592054525, 1592054571.142, 0.74,0.1841, 0.76, 0.1405
model - 1592054525, 1592054571.198, 0.7,0.196, 0.7, 0.1903
model - 1592054525, 1592054571.257, 0.75,0.1696, 0.67, 0.2098
model - 1592054525, 1592054571.316, 0.76,0.1839, 0.73, 0.1729
