model - 1592054525, 1592054532.075, 0.6,0.2328, 0.64, 0.2243
model - 1592054525, 1592054532.135, 0.64,0.2178, 0.54, 0.2618
model - 1592054525, 1592054532.19, 0.62,0.2233, 0.59, 0.2402
model - 1592054525, 1592054532.248, 0.66,0.2114, 0.56, 0.2427
model - 1592054525, 1592054532.31, 0.58,0.242, 0.54, 0.236
model - 1592054525, 1592054532.341, 0.52,0.2655, 0.47, 0.2613
model - 1592054525, 1592054532.403, 0.59,0.2423, 0.56, 0.2443
model - 1592054525, 1592054532.459, 0.62,0.2208, 0.63, 0.2175
model - 1592054525, 1592054532.524, 0.54,0.2435, 0.53, 0.2463
model - 1592054525, 1592054532.584, 0.66,0.2207, 0.55, 0.252
model - 1592054525, 1592054532.644, 0.55,0.2547, 0.51, 0.2705
model - 1592054525, 1592054532.701, 0.53,0.2558, 0.69, 0.2044
model - 1592054525, 1592054532.762, 0.56,0.2304, 0.62, 0.2333
model - 1592054525, 1592054532.819, 0.57,0.2401, 0.61, 0.233
model - 1592054525, 1592054532.882, 0.59,0.2323, 0.58, 0.2405
model - 1592054525, 1592054532.938, 0.56,0.2412, 0.49, 0.2443
model - 1592054525, 1592054532.998, 0.57,0.2379, 0.57, 0.2338
model - 1592054525, 1592054533.055, 0.62,0.2343, 0.57, 0.2354
model - 1592054525, 1592054533.118, 0.56,0.2385, 0.53, 0.243
model - 1592054525, 1592054533.178, 0.57,0.2362, 0.6, 0.2333
model - 1592054525, 1592054533.238, 0.54,0.2425, 0.46, 0.2583
model - 1592054525, 1592054533.296, 0.54,0.2386, 0.56, 0.2365
model - 1592054525, 1592054533.362, 0.56,0.2341, 0.62, 0.2308
model - 1592054525, 1592054533.42, 0.59,0.2411, 0.5, 0.2443
model - 1592054525, 1592054533.478, 0.58,0.2335, 0.56, 0.2362
model - 1592054525, 1592054533.547, 0.62,0.2316, 0.58, 0.239
model - 1592054525, 1592054533.615, 0.61,0.2371, 0.66, 0.2271
model - 1592054525, 1592054533.675, 0.6,0.2354, 0.49, 0.2579
model - 1592054525, 1592054533.734, 0.64,0.2357, 0.68, 0.2253
model - 1592054525, 1592054533.802, 0.56,0.2402, 0.66, 0.2317
model - 1592054525, 1592054533.86, 0.66,0.2296, 0.62, 0.2207
model - 1592054525, 1592054533.916, 0.66,0.2307, 0.58, 0.2342
model - 1592054525, 1592054533.977, 0.62,0.2314, 0.59, 0.2331
model - 1592054525, 1592054534.034, 0.62,0.2397, 0.62, 0.2308
model - 1592054525, 1592054534.093, 0.66,0.2238, 0.61, 0.2337
model - 1592054525, 1592054534.149, 0.65,0.2236, 0.64, 0.2194
model - 1592054525, 1592054534.209, 0.67,0.2113, 0.67, 0.2034
model - 1592054525, 1592054534.267, 0.64,0.2228, 0.55, 0.2435
model - 1592054525, 1592054534.326, 0.6,0.2302, 0.59, 0.2367
model - 1592054525, 1592054534.382, 0.65,0.2165, 0.68, 0.2209
model - 1592054525, 1592054534.442, 0.63,0.2211, 0.71, 0.2066
model - 1592054525, 1592054534.501, 0.69,0.2049, 0.71, 0.2036
model - 1592054525, 1592054534.567, 0.61,0.2327, 0.64, 0.2295
model - 1592054525, 1592054534.625, 0.59,0.2352, 0.58, 0.2429
model - 1592054525, 1592054534.688, 0.66,0.2225, 0.58, 0.2621
model - 1592054525, 1592054534.744, 0.66,0.228, 0.72, 0.1995
model - 1592054525, 1592054534.809, 0.68,0.2113, 0.56, 0.256
model - 1592054525, 1592054534.863, 0.55,0.2449, 0.64, 0.2296
model - 1592054525, 1592054534.922, 0.63,0.229, 0.67, 0.2191
model - 1592054525, 1592054534.983, 0.59,0.2318, 0.65, 0.2281
model - 1592054525, 1592054535.043, 0.61,0.2364, 0.62, 0.2331
model - 1592054525, 1592054535.098, 0.63,0.2232, 0.64, 0.229
model - 1592054525, 1592054535.159, 0.66,0.2182, 0.64, 0.215
model - 1592054525, 1592054535.226, 0.66,0.219, 0.63, 0.2351
model - 1592054525, 1592054535.285, 0.66,0.2273, 0.58, 0.2373
model - 1592054525, 1592054535.34, 0.61,0.2191, 0.57, 0.2388
model - 1592054525, 1592054535.399, 0.65,0.2197, 0.69, 0.2102
model - 1592054525, 1592054535.454, 0.59,0.2303, 0.66, 0.2126
model - 1592054525, 1592054535.516, 0.61,0.2293, 0.62, 0.228
model - 1592054525, 1592054535.572, 0.58,0.2454, 0.52, 0.2603
model - 1592054525, 1592054535.64, 0.66,0.2137, 0.66, 0.2139
model - 1592054525, 1592054535.696, 0.6,0.2285, 0.65, 0.2104
model - 1592054525, 1592054535.755, 0.68,0.2134, 0.62, 0.2326
model - 1592054525, 1592054535.816, 0.61,0.2327, 0.65, 0.22
model - 1592054525, 1592054535.875, 0.61,0.2298, 0.62, 0.2312
model - 1592054525, 1592054535.93, 0.6,0.2306, 0.65, 0.2167
model - 1592054525, 1592054535.99, 0.65,0.2222, 0.49, 0.2593
model - 1592054525, 1592054536.046, 0.61,0.2198, 0.56, 0.2568
model - 1592054525, 1592054536.104, 0.68,0.2106, 0.6, 0.2256
model - 1592054525, 1592054536.161, 0.61,0.2295, 0.65, 0.219
model - 1592054525, 1592054536.219, 0.63,0.2242, 0.73, 0.2041
model - 1592054525, 1592054536.275, 0.66,0.2175, 0.62, 0.2283
model - 1592054525, 1592054536.332, 0.63,0.2286, 0.72, 0.2108
model - 1592054525, 1592054536.402, 0.68,0.217, 0.6, 0.2335
model - 1592054525, 1592054536.476, 0.69,0.2063, 0.63, 0.213
model - 1592054525, 1592054536.547, 0.62,0.2275, 0.63, 0.2278
model - 1592054525, 1592054536.628, 0.61,0.2278, 0.59, 0.2229
model - 1592054525, 1592054536.683, 0.65,0.2249, 0.64, 0.2186
model - 1592054525, 1592054536.74, 0.54,0.2513, 0.64, 0.202
model - 1592054525, 1592054536.797, 0.62,0.2263, 0.66, 0.2179
model - 1592054525, 1592054536.861, 0.64,0.215, 0.64, 0.2046
model - 1592054525, 1592054536.924, 0.63,0.2279, 0.63, 0.2351
model - 1592054525, 1592054536.982, 0.64,0.217, 0.6, 0.227
model - 1592054525, 1592054537.037, 0.65,0.2182, 0.69, 0.2079
model - 1592054525, 1592054537.094, 0.62,0.2228, 0.63, 0.2254
model - 1592054525, 1592054537.147, 0.64,0.2166, 0.68, 0.2087
model - 1592054525, 1592054537.21, 0.65,0.2231, 0.51, 0.2669
model - 1592054525, 1592054537.271, 0.59,0.2401, 0.62, 0.2204
model - 1592054525, 1592054537.329, 0.66,0.2077, 0.57, 0.2498
model - 1592054525, 1592054537.386, 0.6,0.2401, 0.68, 0.2057
model - 1592054525, 1592054537.448, 0.56,0.2538, 0.66, 0.2206
model - 1592054525, 1592054537.517, 0.67,0.2202, 0.65, 0.2111
model - 1592054525, 1592054537.576, 0.62,0.2323, 0.65, 0.2186
model - 1592054525, 1592054537.636, 0.65,0.2187, 0.65, 0.2269
model - 1592054525, 1592054537.698, 0.69,0.2022, 0.67, 0.2101
model - 1592054525, 1592054537.753, 0.61,0.2387, 0.64, 0.2302
model - 1592054525, 1592054537.815, 0.61,0.2191, 0.74, 0.202
model - 1592054525, 1592054537.877, 0.7,0.2067, 0.66, 0.2119
model - 1592054525, 1592054537.936, 0.67,0.2231, 0.6, 0.2276
model - 1592054525, 1592054537.99, 0.67,0.2087, 0.64, 0.2116
model - 1592054525, 1592054538.048, 0.7,0.2083, 0.72, 0.1977
model - 1592054525, 1592054538.106, 0.72,0.2025, 0.61, 0.227
model - 1592054525, 1592054538.165, 0.67,0.2155, 0.64, 0.2359
model - 1592054525, 1592054538.22, 0.69,0.2115, 0.65, 0.2126
model - 1592054525, 1592054538.278, 0.65,0.2227, 0.55, 0.2476
model - 1592054525, 1592054538.332, 0.73,0.197, 0.53, 0.256
model - 1592054525, 1592054538.391, 0.61,0.2166, 0.64, 0.2354
model - 1592054525, 1592054538.447, 0.59,0.2339, 0.51, 0.2589
model - 1592054525, 1592054538.519, 0.61,0.2346, 0.61, 0.2457
model - 1592054525, 1592054538.594, 0.67,0.2215, 0.69, 0.203
model - 1592054525, 1592054538.666, 0.64,0.2238, 0.69, 0.2145
model - 1592054525, 1592054538.725, 0.69,0.2205, 0.63, 0.2216
model - 1592054525, 1592054538.783, 0.69,0.2057, 0.72, 0.1989
model - 1592054525, 1592054538.848, 0.69,0.2075, 0.65, 0.2119
model - 1592054525, 1592054538.908, 0.69,0.2051, 0.63, 0.2178
model - 1592054525, 1592054538.964, 0.7,0.2048, 0.61, 0.2135
model - 1592054525, 1592054539.023, 0.71,0.1917, 0.61, 0.2269
model - 1592054525, 1592054539.08, 0.59,0.2319, 0.71, 0.1958
model - 1592054525, 1592054539.112, 0.58,0.2511, 0.6, 0.2345
model - 1592054525, 1592054539.184, 0.61,0.2258, 0.62, 0.2275
model - 1592054525, 1592054539.24, 0.69,0.1989, 0.7, 0.1986
model - 1592054525, 1592054539.297, 0.65,0.2167, 0.64, 0.2079
model - 1592054525, 1592054539.356, 0.71,0.204, 0.62, 0.2419
model - 1592054525, 1592054539.418, 0.57,0.2514, 0.62, 0.2321
model - 1592054525, 1592054539.475, 0.57,0.2469, 0.67, 0.2161
model - 1592054525, 1592054539.532, 0.64,0.2215, 0.67, 0.225
model - 1592054525, 1592054539.588, 0.66,0.2169, 0.72, 0.2008
model - 1592054525, 1592054539.646, 0.63,0.2238, 0.61, 0.2337
model - 1592054525, 1592054539.71, 0.55,0.2452, 0.54, 0.238
model - 1592054525, 1592054539.769, 0.64,0.2207, 0.61, 0.2291
model - 1592054525, 1592054539.824, 0.68,0.212, 0.63, 0.2254
model - 1592054525, 1592054539.89, 0.61,0.2159, 0.65, 0.2157
model - 1592054525, 1592054539.951, 0.68,0.2218, 0.75, 0.206
model - 1592054525, 1592054540.009, 0.68,0.2224, 0.62, 0.2363
model - 1592054525, 1592054540.065, 0.69,0.2199, 0.67, 0.2256
model - 1592054525, 1592054540.126, 0.69,0.2113, 0.68, 0.2169
model - 1592054525, 1592054540.182, 0.61,0.2306, 0.68, 0.2095
model - 1592054525, 1592054540.24, 0.64,0.2149, 0.65, 0.2078
model - 1592054525, 1592054540.299, 0.71,0.2026, 0.65, 0.2173
model - 1592054525, 1592054540.357, 0.65,0.2244, 0.57, 0.2409
model - 1592054525, 1592054540.414, 0.66,0.2176, 0.75, 0.1962
model - 1592054525, 1592054540.488, 0.68,0.2107, 0.65, 0.2131
model - 1592054525, 1592054540.564, 0.64,0.2128, 0.65, 0.2176
model - 1592054525, 1592054540.645, 0.66,0.2095, 0.69, 0.2056
model - 1592054525, 1592054540.704, 0.65,0.204, 0.69, 0.2008
model - 1592054525, 1592054540.768, 0.66,0.2106, 0.64, 0.2332
model - 1592054525, 1592054540.825, 0.64,0.2322, 0.64, 0.2182
model - 1592054525, 1592054540.887, 0.69,0.2042, 0.64, 0.2248
model - 1592054525, 1592054540.943, 0.66,0.2141, 0.7, 0.2025
model - 1592054525, 1592054541.002, 0.72,0.1978, 0.6, 0.2271
model - 1592054525, 1592054541.059, 0.69,0.2052, 0.72, 0.1963
model - 1592054525, 1592054541.121, 0.66,0.2205, 0.73, 0.195
model - 1592054525, 1592054541.177, 0.68,0.2073, 0.62, 0.2163
model - 1592054525, 1592054541.236, 0.69,0.2008, 0.63, 0.2232
model - 1592054525, 1592054541.293, 0.71,0.1983, 0.69, 0.2083
model - 1592054525, 1592054541.351, 0.75,0.1798, 0.64, 0.2159
model - 1592054525, 1592054541.411, 0.68,0.2127, 0.66, 0.2103
model - 1592054525, 1592054541.47, 0.68,0.2032, 0.65, 0.2072
model - 1592054525, 1592054541.541, 0.7,0.194, 0.69, 0.2052
model - 1592054525, 1592054541.615, 0.72,0.1955, 0.71, 0.2005
model - 1592054525, 1592054541.689, 0.65,0.2136, 0.68, 0.196
model - 1592054525, 1592054541.769, 0.68,0.2111, 0.57, 0.2437
model - 1592054525, 1592054541.839, 0.66,0.2126, 0.68, 0.2056
model - 1592054525, 1592054541.917, 0.64,0.2098, 0.66, 0.2105
model - 1592054525, 1592054541.988, 0.69,0.2048, 0.63, 0.2368
model - 1592054525, 1592054542.067, 0.69,0.202, 0.72, 0.196
model - 1592054525, 1592054542.139, 0.69,0.1986, 0.74, 0.1948
model - 1592054525, 1592054542.214, 0.68,0.2034, 0.68, 0.2017
model - 1592054525, 1592054542.284, 0.68,0.1991, 0.77, 0.1731
model - 1592054525, 1592054542.368, 0.73,0.1897, 0.72, 0.2046
model - 1592054525, 1592054542.444, 0.69,0.2017, 0.7, 0.2045
model - 1592054525, 1592054542.513, 0.69,0.2091, 0.62, 0.2194
model - 1592054525, 1592054542.568, 0.66,0.2155, 0.75, 0.1708
model - 1592054525, 1592054542.625, 0.69,0.1984, 0.71, 0.1937
model - 1592054525, 1592054542.681, 0.69,0.2087, 0.7, 0.2177
model - 1592054525, 1592054542.739, 0.69,0.2006, 0.68, 0.2219
model - 1592054525, 1592054542.804, 0.64,0.2224, 0.7, 0.2034
model - 1592054525, 1592054542.873, 0.67,0.2043, 0.64, 0.2212
model - 1592054525, 1592054542.935, 0.66,0.2121, 0.73, 0.1836
model - 1592054525, 1592054542.993, 0.69,0.2073, 0.63, 0.2214
model - 1592054525, 1592054543.049, 0.71,0.1919, 0.67, 0.209
model - 1592054525, 1592054543.116, 0.73,0.1683, 0.74, 0.1901
model - 1592054525, 1592054543.173, 0.69,0.2067, 0.65, 0.2211
model - 1592054525, 1592054543.231, 0.71,0.2066, 0.7, 0.2247
model - 1592054525, 1592054543.288, 0.69,0.2071, 0.7, 0.192
model - 1592054525, 1592054543.346, 0.71,0.2047, 0.67, 0.2074
model - 1592054525, 1592054543.403, 0.67,0.2119, 0.66, 0.1977
model - 1592054525, 1592054543.46, 0.73,0.1892, 0.65, 0.2271
model - 1592054525, 1592054543.518, 0.64,0.2257, 0.64, 0.2179
model - 1592054525, 1592054543.577, 0.61,0.2296, 0.76, 0.1892
model - 1592054525, 1592054543.631, 0.73,0.1992, 0.64, 0.2137
model - 1592054525, 1592054543.689, 0.59,0.2506, 0.5, 0.2578
model - 1592054525, 1592054543.75, 0.63,0.2189, 0.66, 0.213
model - 1592054525, 1592054543.822, 0.7,0.1933, 0.8, 0.1704
model - 1592054525, 1592054543.877, 0.64,0.2116, 0.71, 0.2033
model - 1592054525, 1592054543.937, 0.67,0.2066, 0.71, 0.1947
model - 1592054525, 1592054543.997, 0.72,0.1962, 0.73, 0.1973
model - 1592054525, 1592054544.056, 0.67,0.2148, 0.6, 0.2183
model - 1592054525, 1592054544.112, 0.71,0.1913, 0.72, 0.199
model - 1592054525, 1592054544.171, 0.65,0.2181, 0.6, 0.2355
model - 1592054525, 1592054544.227, 0.63,0.2418, 0.78, 0.1775
model - 1592054525, 1592054544.289, 0.69,0.1958, 0.73, 0.2024
model - 1592054525, 1592054544.344, 0.64,0.2327, 0.57, 0.2287
model - 1592054525, 1592054544.404, 0.54,0.2633, 0.58, 0.242
model - 1592054525, 1592054544.459, 0.69,0.2, 0.77, 0.1734
model - 1592054525, 1592054544.527, 0.68,0.2134, 0.72, 0.2056
model - 1592054525, 1592054544.598, 0.69,0.2077, 0.59, 0.2305
model - 1592054525, 1592054544.661, 0.8,0.1902, 0.66, 0.2177
model - 1592054525, 1592054544.72, 0.69,0.2135, 0.77, 0.1951
model - 1592054525, 1592054544.78, 0.69,0.1988, 0.68, 0.2034
model - 1592054525, 1592054544.839, 0.72,0.1976, 0.75, 0.1987
model - 1592054525, 1592054544.903, 0.69,0.2042, 0.69, 0.2053
model - 1592054525, 1592054544.966, 0.73,0.1849, 0.76, 0.1902
model - 1592054525, 1592054545.025, 0.73,0.1909, 0.75, 0.197
model - 1592054525, 1592054545.081, 0.74,0.1895, 0.66, 0.2335
model - 1592054525, 1592054545.14, 0.69,0.1901, 0.67, 0.2094
model - 1592054525, 1592054545.197, 0.72,0.1838, 0.69, 0.2035
model - 1592054525, 1592054545.259, 0.7,0.2085, 0.74, 0.182
model - 1592054525, 1592054545.32, 0.73,0.1766, 0.65, 0.2181
model - 1592054525, 1592054545.384, 0.7,0.1992, 0.71, 0.1979
model - 1592054525, 1592054545.452, 0.69,0.2095, 0.71, 0.1805
model - 1592054525, 1592054545.514, 0.66,0.2131, 0.63, 0.1979
model - 1592054525, 1592054545.57, 0.67,0.2056, 0.67, 0.2152
model - 1592054525, 1592054545.628, 0.67,0.2101, 0.71, 0.1784
model - 1592054525, 1592054545.684, 0.7,0.208, 0.68, 0.1833
model - 1592054525, 1592054545.743, 0.7,0.1839, 0.72, 0.199
model - 1592054525, 1592054545.801, 0.72,0.1921, 0.73, 0.1903
model - 1592054525, 1592054545.864, 0.74,0.1873, 0.67, 0.2083
model - 1592054525, 1592054545.921, 0.69,0.2006, 0.63, 0.224
model - 1592054525, 1592054545.987, 0.72,0.1877, 0.72, 0.1998
model - 1592054525, 1592054546.044, 0.67,0.2123, 0.76, 0.1823
model - 1592054525, 1592054546.075, 0.65,0.2326, 0.6, 0.2407
model - 1592054525, 1592054546.142, 0.67,0.2216, 0.66, 0.2223
model - 1592054525, 1592054546.2, 0.71,0.1888, 0.67, 0.1985
model - 1592054525, 1592054546.259, 0.7,0.1914, 0.65, 0.222
model - 1592054525, 1592054546.317, 0.67,0.207, 0.6, 0.2376
model - 1592054525, 1592054546.376, 0.55,0.2488, 0.6, 0.2257
model - 1592054525, 1592054546.436, 0.59,0.2384, 0.64, 0.2314
model - 1592054525, 1592054546.497, 0.67,0.2076, 0.62, 0.2104
model - 1592054525, 1592054546.553, 0.73,0.1923, 0.7, 0.1994
model - 1592054525, 1592054546.611, 0.68,0.213, 0.66, 0.2192
model - 1592054525, 1592054546.67, 0.59,0.2405, 0.69, 0.2125
model - 1592054525, 1592054546.731, 0.71,0.1967, 0.74, 0.1851
model - 1592054525, 1592054546.785, 0.69,0.1997, 0.7, 0.2023
model - 1592054525, 1592054546.843, 0.65,0.2178, 0.74, 0.1751
model - 1592054525, 1592054546.909, 0.67,0.2196, 0.71, 0.2004
model - 1592054525, 1592054546.973, 0.67,0.2006, 0.64, 0.2243
model - 1592054525, 1592054547.029, 0.66,0.2073, 0.66, 0.23
model - 1592054525, 1592054547.093, 0.7,0.1909, 0.69, 0.1984
model - 1592054525, 1592054547.158, 0.64,0.2129, 0.67, 0.2095
model - 1592054525, 1592054547.217, 0.71,0.1982, 0.76, 0.1688
model - 1592054525, 1592054547.273, 0.72,0.1832, 0.7, 0.1941
model - 1592054525, 1592054547.336, 0.71,0.1982, 0.62, 0.2321
model - 1592054525, 1592054547.394, 0.67,0.2085, 0.64, 0.1986
model - 1592054525, 1592054547.453, 0.71,0.1903, 0.72, 0.181
model - 1592054525, 1592054547.509, 0.76,0.1835, 0.65, 0.2223
model - 1592054525, 1592054547.568, 0.68,0.1997, 0.71, 0.2058
model - 1592054525, 1592054547.626, 0.71,0.1876, 0.68, 0.2117
model - 1592054525, 1592054547.684, 0.66,0.2028, 0.62, 0.2375
model - 1592054525, 1592054547.744, 0.69,0.2155, 0.76, 0.1796
model - 1592054525, 1592054547.805, 0.72,0.1893, 0.77, 0.1751
model - 1592054525, 1592054547.86, 0.67,0.2048, 0.65, 0.208
model - 1592054525, 1592054547.928, 0.77,0.1728, 0.68, 0.2148
model - 1592054525, 1592054547.992, 0.69,0.1976, 0.67, 0.1936
model - 1592054525, 1592054548.052, 0.7,0.2014, 0.72, 0.1757
model - 1592054525, 1592054548.107, 0.68,0.1952, 0.73, 0.1905
model - 1592054525, 1592054548.166, 0.75,0.1908, 0.7, 0.1869
model - 1592054525, 1592054548.224, 0.75,0.185, 0.76, 0.1711
model - 1592054525, 1592054548.283, 0.76,0.1689, 0.75, 0.193
model - 1592054525, 1592054548.338, 0.71,0.2062, 0.73, 0.2005
model - 1592054525, 1592054548.399, 0.71,0.1901, 0.75, 0.1623
model - 1592054525, 1592054548.455, 0.71,0.1911, 0.67, 0.2166
model - 1592054525, 1592054548.515, 0.74,0.1805, 0.73, 0.1847
